ticker,cik
VCXAW,0001848898
TPZ,0001408201
WW,0000105319
MASS,0001555279
SOND,0001819395
MXL,0001288469
BSCV,0001657201
AAICpB,0001209028
RYN,0000052827
UAUG,0001415726
PHYL,0001727074
AMTD,0001769731
ALDX,0001341235
PNW,0000764622
USFD,0001665918
SKX,0001065837
NCTY,0001296774
GHG,0001724755
BURU.WS,0001814215
GLPpA,0001323468
GHIXW,0001894630
GDSTR,0001858007
IMVT,0001764013
TLGYW,0001879814
SCL,0000094049
AAL,0000006201
VNOpO,0000899689
BBEU,0001485894
VIIAU,0001826011
ASPAW,0001854583
CEFS,0001547950
APM,0001734005
ALSAR,0001865111
RKLB,0001819994
GHL,0001282977
ML,0001807846
MOS,0001285785
CWEN,0001567683
EQT,0000033213
GAL,0001516212
BLDP,0001453015
CMSpC,0000811156
NETC,0001854458
CII,0001278895
FGI,0001864943
FPEI,0001424212
LOGI,0001032975
DHAC,0001864531
LND,0001499849
ILAG,0001814963
RERE,0001838957
CNYA,0001100663
PLD,0001045609
TMO,0000097745
WHD,0001699136
PHXM,0001624422
ING,0001039765
KOP,0001315257
EWN,0000930667
UBFO,0001137547
XP,0001787425
RELX,0000929869
SPHR,0001795250
HISF,0001517936
SKWD,0001519449
MCAGR,0001859035
CNHI,0001567094
EMCR,0001503123
MIY,0000890393
CELC,0001603454
SURGW,0001392694
TBLTW,0001668370
NNOX,0001795251
REVS,0001551950
ACAB,0001893219
PNTG,0001766400
CPG,0001545851
OBIO,0001814114
XJH,0001100663
BPTH,0001133818
XBIT,0001626878
BSQR,0001054721
CEADW,0001482541
BIOR,0001580063
TELL,0000061398
IYLD,0001100663
UE,0001611547
ARIZ,0001882078
HFWA,0001046025
HVT,0000216085
NDJI,0001539639
VII,0001826011
EML,0000031107
OXLCL,0001495222
USO,0001327068
LBBBW,0001867287
YTRA,0001516899
AGO,0001273813
RPHS,0001552947
GSpD,0000886982
GCI,0001579684
MSOX,0001408970
XOSWW,0001819493
AFK,0001137360
ETG,0001270523
GOAU,0001540304
USSG,0001503123
RCpE,0001527590
SA,0001231346
XMVM,0001209466
EUDAW,0001847846
NCZ,0001227857
CEMB,0000930667
SPHY,0001064642
LGOV,0001517936
NUDV,0001635073
LUCYW,0001808377
HMC,0000715153
CRNT,0001119769
RVP,0000946563
TpA,0000732717
ROSS.WS,0001841610
GLDI,0001053092
VCYT,0001384101
MHH,0001437226
COMSP,0001178727
CURIW,0001776909
GDV,0001260729
KLIC,0000056978
CEN,0001576340
AWINW,0001855631
INNpE,0001497645
DUOT,0001396536
NIU,0001744781
GCLN,None
APGB.WS,0001838337
PEPLW,0001873324
TW,0001758730
HTUS,0001452937
IWFG,0001426439
EMGF,0000930667
SILV,0001659520
XDQQ,0001415726
CHCT,0001631569
CVII.WS,0001828248
AKO.B,0000925261
MATX,0000003453
SCHK,0001454889
PLTK,0001828016
ORRF,0000826154
IBTX,0001564618
ONOF,0001432353
NCSM,0001692427
HAP,0001137360
SPSC,0001092699
SXUS,0001500604
PEY,0001209466
DECAW,0001913577
NEWP,0001369085
ICSH,0001524513
GAQ,0001852061
AGNCN,0001423689
DMAR,0001667919
ARAV,0001513818
HAIAU,0001848861
OXLCP,0001495222
TBX,0001174610
NE.WS.A,0001895262
NXTG,None
APXIW,0001868573
FDEM,0000945908
BKSY.WS,0001753539
KARO,0001828102
GUTpC,0001080720
LAMR,0001090425
DEED,0001667919
VIEW,0001811856
GSSC,0001479026
ALL,0000899051
PBR.A,0001119639
FDBC,0001098151
DIVD,None
JMSB,0001710482
MODN,0001118417
CVSE,None
SXQG,0001452937
MIDE,0001503123
NEGG,0001474627
ITW,0000049826
NSCS,0001635073
HEEM,0000930667
BTI,0001303523
TAYD,0000096536
BRFH,0001487197
FTDS,0001329377
GBX,0000923120
FTXH,0001552740
EDD,0001388141
CTLT,0001596783
CION,0001534254
ZJYL,0001837821
CALY,None
MMVWW,0001874074
PPIE,None
OLITW,0001866816
TGRW,None
ECOW,0001616668
PODD,0001145197
FAN,None
WST,0000105770
GDNR,0001858912
RDOG,0001414040
OMI,0000075252
CRF,0000033934
HA,0001172222
FBCV,0000945908
MAIN,0001396440
SWVLW,0001875609
NMCO,0001774342
LLAP.WS,0001835512
DTC,0001870600
RVLV,0001746618
ASTI,0001350102
SBXC.WS,0001859686
HFXI,0001415995
PSCJ,0001616668
IVOG,None
ASPS,0001462418
CASH,0000907471
WSBCP,0000203596
BRD.U,0001847351
IDV,0001100663
AOGO,0001881741
CRK,0000023194
STLD,0001022671
QQQ,0001067839
LMBS,0001517936
BCYC,0001761612
WKME,0001847584
ENERW,0001855555
EWT,0000930667
POOL,0000945841
PTCT,0001070081
SLNA,0001909417
PTIXW,0001022899
IQRA,0001415995
CPRT,0000900075
PWOD,0000716605
RH,0001528849
MCACU,0001895249
PFM,0001209466
STM,0000932787
ADP,0000008670
CMREpD,0001503584
YJUN,0001667919
ANY,0001591956
BCPC,0000009326
AGI,0001178819
EWG,0001100663
LSAF,0001552947
HTLF,0000920112
MVV,0000810972
PSMJ,0001616668
RM,0001519401
ATAKW,0001883788
TRI,0001075124
FXP,0001174610
DJUN,0001667919
NGL,0001504461
CARR,0001783180
APGB.U,0001838337
ROUS,None
PST,0000810972
OEC,0001609804
WOMN,None
ONTX,0001130598
PRLHU,0001856161
VOE,0000036405
RPD,0001560327
OUST.WS.A,0001816581
FUN,0000811532
AFL,0000004977
EAC,0001832765
MMCA,0001415995
KNTE,0001797768
PACWP,0001102112
FWRG,0001789940
ENSC,0001716947
BREZ,0001817640
UWM,0001174610
EMXC,0000930667
OCTW,None
GAST,None
CMPS,0001816590
JXN,0001822993
CWBC,0001051343
PDO,0001798618
DMA,0001523289
BGI,0001179821
XNAV,None
KRBN,0001547576
RXD,0001174610
AMPS,0001828723
BMAC.WS,0001848020
IGC,0001326205
SCS,0001050825
CMC,0000022444
GSIT,0001126741
JPC,0001216583
LFVN,0000849146
CMCAU,0001865248
NEA,0001195737
FRPT,0001611647
RYAN,0001849253
SBLK,0001386716
ABSI,0001672688
GT,0000042582
SKM,0001015650
RCFA.U,0001870143
GIGM,0001105101
EJAN,0001415726
DUET,0001890671
KBND,0001547576
BIIB,0000875045
AHLpE,0001267395
STNC,None
JEQ,0000866095
LXRX,0001062822
RORO,None
OUST,0001816581
ELD,0001350487
CRDL,0001702123
VQS,0001777765
FIXX,0001661998
TQQQ,0001174610
MEG,0001643615
USTB,0001547580
FDLO,0000945908
HDSN,0000925528
PVL,0001520048
IHIT,0001682811
ECH,0001034553
XLU,0001064641
NXTE,None
CELZ,0001187953
LMAT,0001158895
LYFT,0001759509
AMRC,0001488139
RKDA,0001469443
RYTM,0001649904
UJUN,0001415726
ATAI,0001840904
KMDA,0001567529
EASG,0001503123
ATRO,0000008063
XFOR,0001501697
CALF,0001616668
BE,0001664703
AIC,0001209028
CNTY,0000911147
RMGC,0001838108
INO,0001055726
CNCR,0001753220
FSM,0001341335
MP,0001801368
RIVpA,0001501072
EVGRU,0001900402
LIDRW,0001818644
BLACW,0001840425
BOAC.U,0001818089
RSVR,0001824403
SLAB,0001038074
GJS,0001356284
CTVA,0001755672
GROMW,0001662574
MBCN,0000836147
JNPR,0001043604
CRDF,0001213037
SPOK,0001289945
PCEF,0001378872
HYGH,0001100663
CGCP,None
AGS,0001593548
KEQU,0000055529
USVN,None
ALAR,0001725332
CVII,0001828248
AUBN,0000750574
GHIX,0001894630
IQM,0001655589
PRST,0001822145
LQDH,0001524513
AUROW,0001828108
CFGpE,0000759944
KFRC,0000930420
LOCC.U,0001848323
SGHT,0001531177
BLHY,None
AEY,0000874292
FAPR,0001667919
DRCT,0001880613
GOOD,0001234006
ISZE,0001100663
LEGR,0001552740
BIOSW,0001856653
CCF,0000830524
MKOR,None
EXPR,0001483510
CVMC,None
ARQQ,0001859690
USAP,0000931584
VERX,0001806837
ALNY,0001178670
IAE,0001385632
SWAN,0001633061
FTHY,0001810523
BALY,0001747079
FXED,None
USB,0000036104
IQSU,0001415995
PBL,0001727074
SMFG,0001022837
VALQ,0001481714
FPXI,0001383496
PRDO,0001046568
ATVI,0000718877
MTGP,None
POWWP,0001015383
GEM,0001479026
PYXS,0001782223
DHCNI,0001075415
MTBpH,0000036270
FDP,0001047340
TRGP,0001389170
AGBA,0001769624
FSTA,0000945908
SKYX,0001598981
BRLN,0001804196
CIX,0001049606
SUAC.WS,0001885461
SOXL,0001040587
REW,0001174610
QLI,0001779578
OTRK,0001136174
OHAAW,0001870778
FCOM,0000945908
TARO,0000906338
NLYpF,0001043219
SAT,0001377936
JOB,0000040570
LFACU,0001851266
GEG,0001831096
HLGN,0001840292
UTZ,0001739566
BRID,0000014177
CYA,0001810747
VOXX,0000807707
RIV,0001501072
ESGE,0001100663
ESAC,0001865506
IWX,0001100663
GDL,0001378701
BMO,0000927971
CODA,0001334325
PSCE,0001378872
LPCN,0001535955
BSMS,0001657201
QQH,None
BKIV,None
NRXP,0001719406
EVEX,0001823652
GJT,0001357660
DFEM,0001816125
XPEV,0001810997
PKB,0001209466
WFCpR,0000072971
LPSN,0001102993
CPTNW,0001498233
STBA,0000719220
TILE,0000715787
CLWT,0001026662
TSEC,None
SQLLW,None
LQDI,0001524513
KPTI,0001503802
VZLA,0001796073
EQBK,0001227500
KMB,0000055785
IPWR,0001507957
VINO,0001559998
CBOE,0001374310
BBCB,0001485894
HTY,0001396502
WCC,0000929008
SPXT,0001174610
ACOR,0001008848
SARK,None
XTWY,None
HF,None
CIMpC,0001409493
IMCB,0001100663
LSAT,0001552947
ABEO,0000318306
GRIN,0001725293
VNMC,None
PATH,0001734722
PAVE,0001432353
STOT,0001516212
CLSE,0001141819
ENCPW,0001879373
MBAC,0001839175
WSBF,0001569994
IONQ.WS,0001824920
ARGX,0001697862
CETY,0001329606
EMNT,0001450011
EXAS,0001124140
TEF,0000814052
ACACW,0001914023
NUVB,0001811063
TRVG,0001683825
AMPG,0001518461
QSWN,0001633061
DIN,0000049754
PXF,0001378872
GTN,0000043196
MPWR,0001280452
FIGS,0001846576
CVAC,0001809122
JZRO,0001500604
CWS,0001408970
DUNEU,0001817232
FYX,0001383496
TM,0001094517
APRQ,0001415726
MOMO,0001610601
TEX,0000097216
DLHC,0000785557
UAE,0001100663
EFIV,0001064642
DFAT,0001816125
FMBH,0000700565
PII,0000931015
PHYD,None
FNGO,0000927971
FDTX,None
HYIN,None
ORGO,0001661181
FORL,0001936255
OBE,0001334388
HDEF,0001503123
MSD,0000904112
SRCpA,0001308606
SPNTpB,0001576018
GOEVW,0001750153
FZT.U,0001839824
LEGN,0001801198
WRBpG,0000011544
ORGS,0001460602
TMFS,None
TAP,0000024545
VGR,0000059440
LSCC,0000855658
EVTC,0001559865
MSpA,0000895421
HCMAW,0001845368
RRGB,0001171759
AUMN,0001011509
LPTV,0001643988
AXDX,0000727207
BH.A,0001726173
FREL,0000945908
CUBIpF,0001488813
ENLC,0001592000
FOXO,0001812360
VERBW,0001566610
BFK,0001137393
SRCL,0000861878
SBSI,0000705432
EE,0001888447
SRTS,0001494891
NTWK,0001039280
SAND,0001434614
DPCSW,0001857803
MUE,0001071899
SYF,0001601712
PHAT,0001783183
FSIG,0001517936
MMM,0000066740
ITAQ,0001841586
DMF,0000839122
BIRD,0001653909
NWBI,0001471265
AUUD,0001554818
PMN,0001374339
JWEL,0001805594
XSHQ,0001696209
HALL,0000819913
LQR,0001843165
CHIH,0001432353
GRX,0001391437
SIL,0001432353
CGGO,0001870116
ATMCU,0001889106
BCI,None
AACT.WS,0001853138
URGN,0001668243
TR,0000098677
BEPH,0001533232
TMC,0001798562
IMAB,0001778016
AFARW,0001901886
IINNW,0001837493
CLOU,0001432353
CCO,0001334978
AACI,0001844817
DBE,0001383062
CSPI,0000356037
SSO,0000810972
VWE,0001834045
PRG,0001808834
FANG,0001539838
SYNB,None
TDSB,0001547950
COCO,0001482981
PCG,0001004980
PORT.U,0001865200
FNB,0000037808
EIM,0001176984
BCVpA,0000009521
FRXB,0001840161
PSEC,0001287032
TMV,None
CBSE,0001776878
ZUMZ,0001318008
DAVA,0001656081
OTECU,0001846809
BLPH,0001600132
ALRN,0001420565
AUPH,0001600620
EFR,0001258623
QSI,0001816431
PACW,0001102112
DGHI,0001854368
HBCP,0001436425
TRTNpD,0001660734
WDH,0001823986
SCLX,0001820190
EMBD,0001432353
DZSI,0001101680
TJUL,None
DDS,0000028917
LYB,0001489393
CME,0001156375
CBAN,0000711669
DOOO,0001748797
GUNR,0001491978
CASI,0001962738
FBMS,0000947559
MMV,0001874074
NNAVW,0001865631
TRC,0000096869
AQST,0001398733
OTMO,0001842498
ISRLW,0001915328
VO,0000036405
SDCI,None
MGIH,0001903995
AMZD,None
BNIXW,0001845942
IPKW,0001378872
SMIN,0001100663
ARES,0001176948
ROKT,0001064642
ATMCW,0001889106
EGF,0001336050
CBON,0001137360
ARDC,0001515324
DFIS,0001816125
PEG,0000788784
UPXI,0001775194
EME,0000105634
TCOA.U,0001846750
LSXMK,0001560385
SBR,0000710752
TENKR,0001851484
ACCO,0000712034
XHE,0001064642
KRMA,0001432353
KBA,0001547576
FBRX,0001419041
RFAC,0001847607
PETS,0001040130
DLB,0001308547
IOSP,0001054905
VLO,0001035002
LVHI,0001645194
ERII,0001421517
FHN,0000036966
REZ,0001100663
MNPR,0001645469
GMDA,0001600847
NHI,0000877860
XPDBU,0001855474
HPQ,0000047217
PEN,0001321732
PPT,0000827773
SRGpA,0001628063
IRVH,None
DLNGpA,0001578453
DBD,0000028823
SHOP,0001594805
NEWTZ,0001587987
BBRE,0001485894
APLD,0001144879
VCEL,0000887359
BOTZ,0001432353
UVE,0000891166
SBS,0001170858
SRZN,0001824893
BBWI,0000701985
HESM,0001789832
EEA,0000791718
PFXNZ,0001490349
CIZ,0001547580
MFApC,0001055160
BANL,0001914805
LWAY,0000814586
DBX,0001467623
MRNS,0001267813
ARBE,0001861841
CPRX,0001369568
PRIFpG,0001554625
ADOCR,0001824884
GDS,0001526125
IFIN.U,0001862935
OVL,0001776878
FDAT,None
LGF.A,0000929351
CLPS,0001724542
SMFL,0001851860
NUTX,0001479681
DCGO,0001822359
TGHpB,0001413159
TVC,0001376986
MBOX,None
OZK,0001569650
TROX,0001530804
LGL,0000061004
TKC,0001071321
EKSO,0001549084
PFRL,0001727074
IMRN,0001660046
CSR,0000798359
UNF,0000717954
BFTR,0001761055
APRN,0001701114
AMBA,0001280263
SOR,0000091847
FCCO,0000932781
BOLT,0001641281
MX,0001325702
IRAAU,0001831874
FJUN,0001667919
CTApA,0000030554
CSTR,0001676479
XME,0001064642
CALT,0001795579
SATX,0001915403
NUMG,0001635073
FGFPP,0001591890
TRIN,0001786108
TRN,0000099780
ICLK,0001697818
GNR,0001168164
INSP,0001609550
BWZ,0001064642
BLX,0000890541
FLUX,0001083743
DFSD,0001816125
EFC,0001411342
FULC,0001680581
STCN,0000914712
KCGI.U,0001865407
FR,0000921825
APTO,0000882361
SWIM,0001833197
COOP,0000933136
KRTX,0001771917
PWV,0001209466
BWMN,0001847590
CDX,0001810747
KKRS,0001404912
ESCR,0001503123
SZNE,0001616668
SIEB,0000065596
BLDEW,0001779128
DSM,0000855887
ASHR,0001503123
KBE,0001064642
VICR,0000751978
QDF,0001491978
DKNG,0001883685
CAT,0000018230
BACpS,0000070858
NTAP,0001002047
SIO,None
CANG,0001725123
DFNM,0001816125
DGZ,0001159508
WEA,0001163792
PMX,0001181506
CMCA,0001865248
SCHO,0001454889
IAI,0001100663
SDOW,0001174610
CERS,0001020214
HMY,0001023514
PREpJ,0001876431
SMAR,0001366561
ONEW,0001772921
MYNA,0001850453
MBND,0001516212
GECC,0001675033
XLV,0001064641
PCF,0000810943
VBLT,0001603207
XRLV,0001378872
RDFI,None
ABVC,0001173313
CORP,0001450011
WOOF,0001826470
ETRN,0001747009
CHPT,0001777393
BJUN,0001415726
DMLP,0001172358
PORT,0001865200
HDMV,0001424212
SCOR,0001158172
UZF,0000821130
SDIG,0001856028
EFA,0001100663
PGR,0000080661
DTSTW,0001419951
ARAY,0001138723
HI,0001417398
TIRX,0001782941
SBT,0001680379
PPC,0000802481
CYTO,0001601936
PSApS,0001393311
BCML,0001730984
ANSS,0001013462
FLME.U,0001831481
KEYpK,0000091576
NBCM,None
SABSW,0001833214
CHIR,0001432353
PZA,0001378872
FRLAW,0001849294
PSCX,0001616668
DLY,0001788399
KVACU,0001889983
BOUT,0001415726
BSJP,0001657201
IBDX,0001100663
EDI,0001551040
CDMO,0000704562
PBYI,0001401667
MYE,0000069488
AVIR,0001593899
IGIC,0001794338
CAR,0000723612
AORT,0000784199
FLCO,0001655589
CITEU,0001848437
DPCSU,0001857803
SITCpA,0000894315
PXS,0001640043
CURO,0001711291
ICE,0001571949
OCAXW,0001820175
HEES,0001339605
RMPLp,0001644771
FDRR,0000945908
FRSX,0001691221
VMCA,0001892747
DCFCW,0001862490
AREBW,0001648087
TTD,0001671933
ABUS,0001447028
AGMH,0001705402
PRPL,0001643953
TLGY,0001879814
OKE,0001039684
PTN,0000911216
TBC,0000732717
ALUR.WS,0001964979
ELYS,0001080319
OPRA,0001737450
PSApF,0001393311
XPL,0000917225
DFCA,None
CFBK,0001070680
DAVE,0001841408
AIMAW,0001903464
DZZ,0001159508
GBTG,0001820872
RPAR,None
OSEA,None
AVEM,0001481714
FSP,0001031316
EFRA,0001100663
ANNX,0001528115
MCAA,0001856995
SIFY,0001094324
LEAD,None
COOL,0001829953
KMLM,0001547576
GLAD,0001143513
REAL,0001573221
LOB,0001462120
CHRD,0001486159
ACPpA,0001503290
FITBI,0000035527
EFT,0001288992
FDUS,0001513363
COOLU,0001829953
SEIQ,None
CAOS,None
PSIL,0001408970
SIXJ,None
PBE,0001209466
NMI,0000830271
INCM,None
ERC,0001227073
GDXJ,0001137360
CARS,0001683606
BFIIW,0001723580
THLV,None
LPLA,0001397911
CSV,0001016281
PSCH,0001378872
AQNU,0001174169
DHS,0001350487
DIOD,0000029002
BUFR,0001667919
TLIS,0001584751
MCW,0001853513
EACPU,0001832765
NYXH,0001857190
SKYU,0001174610
AKA,0001865107
PTLO,0001871509
BRLIU,0001787518
CHSCN,None
AACIW,0001844817
LEE,0000058361
RXRX,0001601830
ZTS,0001555280
RMR,0001644378
KOS,0001509991
ALSAU,0001865111
SAY,0001377936
LEMB,0001100663
CEFA,0001432353
FURY,0001514597
RCMT,0000700841
VALU,0000717720
POCI,0000867840
FSRXW,0001834336
CCLP,0001449488
CCNE,0000736772
ZNTL,0001725160
ALSN,0001411207
DVLU,None
NWTNW,0001932737
RZV,0001209466
SPWH,0001132105
BHRpB,0001574085
NMKpB,0001004315
BKCI,None
ABCL,0001703057
CSTL,0001447362
PHUNW,0001665300
DDOG,0001561550
ATHpE,0001527469
VEMY,None
TGVC,0001865191
AIRT,0000353184
PAGP,0001581990
ALTI,0001838615
GLLIR,0001888734
ODD,0001907085
SLVM,0001856485
FSBD,0001562565
NCR,0000070866
QBTS.WS,0001907982
FINX,0001432353
PJUL,0001415726
PPG,0000079879
HALO,0001159036
AMCR,0001748790
HPE,0001645590
FORA,0001829280
BSET,0000010329
GPRK,0001464591
FTAIM,0001590364
VGZ,0000783324
FEDL,0001114446
PSCQ,0001616668
AGGY,0001350487
SSRM,0000921638
IBDS,0001100663
COUR,0001651562
VOO,0000036405
FPE,None
HWEL,0001845013
BGX,0001504234
WIRE,0000850460
NRBO,0001638287
CTMX,0001501989
QSG,0001932770
BBUS,0001485894
VSTA,0001792829
PRM,0001880319
CVEO,0001590584
BEPC,0001791863
BPAY,0001761055
ESUS,0001114446
SLI,0001537137
SCTL,0001588972
FRNW,0000945908
YRD,0001631761
JLS,0001472215
GRID,None
MRNA,0001682852
STWD,0001465128
AEAEW,0001852016
TDV,0001174610
FHI,0001056288
WPM,0001323404
TRMK,0000036146
HCM,0001648257
MDYG,0001064642
INSM,0001104506
WRK,0001732845
CISS,0001951067
VAC,0001524358
LEVI,0000094845
OKYO,0001849296
KMED,0001547576
KT,0000892450
EMN,0000915389
SAGAU,0001855351
SUPL,0001174610
MINO,0001450011
EQC,0000803649
DDWM,0001350487
SLX,0001137360
KRNLU,0001832950
SHFSW,0001854963
MDIV,0001552740
SGMT,0001400118
HYBL,0001516212
CMP,0001227654
GLLIU,0001888734
DSGN,0001807120
EC,0001444406
AMPGW,0001518461
SGDJ,None
CVAR,None
NKE,0000320187
FBIZ,0001521951
CRBP,0001595097
FLRT,0001616668
WDIV,0001168164
AVHIU,0001844507
TITN,0001409171
XSW,0001064642
FDT,0001510337
BAND,0001514416
MTC,0001742518
SBBA,0001483934
XPER,0001788999
SNCE,0001819113
JSMD,0001500604
SOYB,0001471824
ARIS,0001865187
XDOC,0001415726
SLGL,0001684693
DCMB,None
LVROW,0001945711
BCE,0000718940
OTLY,0001843586
BC,0000014930
NUV,0000812801
FPAG,None
ARCC,0001287750
FRTX,0000819050
ETpC,0001276187
MOBQ,0001084267
QAI,0001415995
SCHR,0001454889
XMAR,0001667919
VATE,0001006837
GWAV,0001589149
FFSG,0001644419
XMTR,0001657573
SWKH,0001089907
BSL,0001486298
BAD,0001776878
WWR,0000839470
BLEU,0001843370
ARVR,0001383496
NC,0000789933
SNPO,0001856430
UTEN,None
CTSH,0001058290
CCLDO,0001582982
INGR,0001046257
MVSTW,0001760689
MAPSW,0001779474
ION,0001174610
MBCC,0001644419
MHNC,0001412100
ESBA,0001553079
IGD,0001285890
ASCBW,0001876716
FORR,0001023313
DFIP,0001816125
BOND,0001450011
GCMG,0001819796
VRIG,0001418144
OMEX,0000798528
TNGX,0001819133
ICLN,0001100663
RGTIW,0001838359
RDN,0000890926
SWK,0000093556
QNRX,0001671502
FRBNU,0001874495
KRON,0001741830
RANI,0001856725
ATCOpH,0001794846
BNH,0001001085
ADOCW,0001824884
SPIR,0001816017
RLX,0001828365
PCTI,0001057083
GAINN,0001321741
CSM,0001174610
EMO,0001517518
NSS,0001110805
CUZ,0000025232
DCPH,0001654151
SDHY,0001812923
GAMpB,0000040417
GLBE,0001835963
CNDA.WS,0001851959
CHSCO,None
MEMX,None
MIR,0001809987
FXCO,None
SGLY,0001422892
RENB,0001527728
DGICB,0000800457
PMT,0001464423
LEDS,0001333822
MATV,0001000623
TMST,0001598428
FARM,0000034563
JMM,0000838131
SRFM,0001936224
CLRB,0001279704
FSYD,0000945908
TYG,0001268533
SPTI,0001064642
VRAI,0001559109
AVPTW,0001777921
FNDB,0001454889
PSQH.WS,0001847064
GINN,None
SJNK,0001064642
NUAG,0001635073
DWAT,None
FMX,0001061736
OPOF,0000740971
CVLY,0000806279
OXSQ,0001259429
AMKR,0001047127
BX,0001393818
WF,0001264136
WTMF,0001350487
CLOEU,0001849058
FHLTU,0001851182
CTApB,0000030554
ESGU,0001100663
CIMpD,0001409493
GENE,0001166272
IVCPU,0001845123
DAN,0000026780
TWST,0001581280
JPEF,None
IBHI,0001100663
MSpF,0000895421
DFUV,0001816125
CGV,0001552947
IBMO,0001100663
POET,0001437424
ILCG,0001100663
DOMH,0000012239
ALLT,0001365767
XLC,0001064641
DBP,0001383057
NSTS,0001881592
IBHC,0001100663
LIBY,0001880151
AVAL,0001504764
HTIA,0001561032
PCGpB,0001004980
GLSTW,0001922331
ASX,0001122411
SAGE,0001597553
SPIP,0001064642
EVGO,0001821159
OR,0001627272
WFIG,0001350487
YGF,0001875496
RILYL,0001464790
ITIC,0000720858
VIOG,None
DTSS,0001631282
ETSY,0001370637
JHG,0001274173
NPWR,0001845437
SES,0001819142
BWET,0001610940
PAB,0001727074
BSCN,0001657201
PCB,0001423869
TSLH,0001415726
SHDG,None
NKSH,0000796534
BCOW,0001847360
KOSS,0000056701
CNTA,0001847903
YS,0001946399
NRO,0001261166
SHUS,0001858294
PCTY,0001591698
HPK,0001792849
XBAP,0001415726
XCLR,None
FLGB,0001655589
HYFI,None
FINS,0001745059
PSCW,0001616668
UTES,0001559109
BPYPP,0001085359
DOX,0001062579
BSMW,0001657201
QRTEB,0001355096
PETQ,0001668673
FATBP,0001705012
UFCS,0000101199
SELV,None
POLA,0001622345
TRONU,0001847513
CGGR,None
PLMIU,0001840317
HGV,0001674168
FMQQ,0001452937
AXTA,0001616862
SLVRU,0001842644
MPW,0001287865
CRESW,0001034962
DYAI,0001213809
STOK,0001623526
TASK,0001829864
CLX,0000021076
PRENW,0001876431
ACRpC,0001332551
IBTH,0001100663
CLRCW,0001903392
ROM,0001174610
MFC,0001086888
LANC,0000057515
TRIS.U,0001852736
CHWY,0001766502
MFLX,0001667919
ASA,0001230869
AGRO,0001499505
CLIA,None
ANDE,0000821026
ISPR,0001948455
LTRY,0001673481
AGRX,0001261249
PVAL,None
VSAC,0001883983
FUSI,0001481714
ABL,0001814287
XBIOW,0001534525
SCRM,0001893325
SBIG,None
CHN,0000845379
U,0001810806
PHYS,0001477049
PHX,0000315131
CMPO,0001823144
CVX,0000093410
TREE,0001434621
VIRX,0001061027
OLMA,0001750284
PEGR,0001847241
LQD,0001100663
VSTM,0001526119
RCKTW,0001281895
SNA,0000091440
CLAYU,0001855467
BENFW,0001775734
RETO,0001687277
NXU,0001722969
RWK,0000914208
PK,0001617406
AMGN,0000318154
BGS,0001278027
AY,0001601072
ENV,0001337619
ARTL,0001621221
CVY,None
RCI,0000733099
ATIF,0001755058
INLX,0001081745
PCGpG,0001004980
CANO,0001800682
NTRL,None
GGT,0000921671
EMGD,0001810747
FID,0001552740
VHC,0001082324
ISUN,0001634447
NFLX,0001065280
LIAN,0001831283
DSJA,0001415726
UCBI,0000857855
PBAX,0001870404
SYY,0000096021
IPO,None
LOAN,0001080340
GES,0000912463
QSR,0001618756
RRAC.WS,0001860879
HYMB,0001064642
NVO,0000353278
TZA,0001424958
NXPLW,0001058307
EDOW,0001329377
FREY.WS,0001844224
IVAL,None
INN,0001497645
FXE,0001328598
HCAT,0001636422
CHE,0000019584
GEF,0000043920
FLGV,0001655589
INVA,0001080014
LNT,0000352541
GNOM,0001432353
VTWV,0001021882
PPTA,0001526243
LYTS,0000763532
FXA,0001353614
ACXP,0001736243
FWBI,0001604191
ADTN,0000926282
LCR,None
SBND,0001551950
AFGD,0001042046
HTpD,0001063344
FIP,0001899883
GIS,0000040704
CHX,0001723089
CFFN,0001490906
NRACW,0001831964
PERF,0001899830
HUGE,0001771885
UPST,0001647639
VTI,0000036405
GII,0001168164
CMRX,0001117480
ENFN,0001868912
NMR,0001163653
MITA,0001847440
DISV,0001816125
LVWR,0001898795
IBTL,0001100663
PBPB,0001195734
KAI,0000886346
KIMpM,0000879101
BODY,0001826889
GE,0000040545
JPIN,0001485894
LFUS,0000889331
GCOR,None
KRNT,0001625791
FISK,0001553079
BILS,0001064642
VTEB,None
NX,0001423221
YMM,0001838413
ALGN,0001097149
OPA.WS,0001843121
GGR,0001886190
SVREW,0001894693
FTRE,0001965040
PNFP,0001115055
DFAX,0001816125
ALZN,0001677077
METpE,0001099219
HTEC,0001452937
IPA,0001715925
IVCAU,0001852889
TDG,0001260221
TELA,0001561921
NLYpI,0001043219
BMRC,0001403475
VITL,0001579733
LODE,0001120970
ADMA,0001368514
SNVpE,0000018349
BIO.B,0000012208
RGLS,0001505512
USEP,0001415726
FJAN,0001667919
GKOS,0001192448
DAO,0001781753
FLTN,None
QVMM,0001696209
DDEC,0001667919
ARCM,None
DBMF,None
SAN,0000891478
NRC,0000070487
CVRX,0001235912
FIVG,0001753220
EDEN,0001100663
SHEN,0000354963
EINC,0001137360
DXPE,0001020710
VONV,0001021882
FNY,0001383496
CVV,0000766792
VTWG,0001021882
SMHB,0001114446
ARGT,0001432353
ASO,0001817358
PEX,0001174610
MGOV,None
FCAL,0001424212
ETpE,0001276187
MAQCW,0001844419
